timestamp_s,elapsed_s,v_real,w_real,brake,x,y,distance_m
235.47,19.437000000000012,-0.0,-0.0,1,0.0,0.0,0.0
235.492,19.459000000000003,-0.0,-0.0,0,0.0,0.0,0.0
235.499,19.466000000000008,0.003146618837490678,-0.0,0,0.0,0.0,0.0
235.52,19.487000000000023,0.05268297716975212,-0.0,0,0.0,0.0,0.0
235.521,19.488,0.07745115458965302,-0.0,0,0.0,0.0,0.0
235.524,19.491000000000014,0.10221933200955391,-0.0,0,0.0,0.0,0.0
235.543,19.51000000000002,0.1517556980252266,-0.0,0,0.0,0.0,0.0
235.543,19.51000000000002,0.37466930598020554,-0.0,0,0.0,0.0,0.0
235.545,19.512,0.4489738494157791,-0.0,0,0.0,0.0,0.0
235.56,19.527000000000015,0.5728147476911545,-0.0,0,0.0,0.0,0.0
235.562,19.529000000000025,0.6223510801792145,-0.0,0,0.0,0.0,0.0
235.572,19.539000000000016,0.8700328767299652,-0.0,0,0.0,0.0,0.0
235.572,19.539000000000016,1.1424829065799713,-0.0,0,0.0,0.0,0.0
235.572,19.539000000000016,1.1920191943645477,-0.0,0,0.0,0.0,0.0
235.574,19.541000000000025,1.2663238048553467,-0.0,0,0.0,0.0,0.0
235.593,19.560000000000002,1.315860092639923,-0.0,0,0.0,0.0,0.0
235.596,19.563000000000017,1.7121509313583374,-0.0,0,0.0,0.0,0.0
235.597,19.56400000000002,1.7616873979568481,-0.0,0,0.0,0.0,0.0
235.598,19.565000000000026,1.83599191904068,-0.0,0,0.0,0.0,0.0
235.61,19.577000000000027,1.8855282068252563,-0.0,0,0.0,0.0,0.0
235.611,19.578000000000003,1.9102964401245117,-0.0,0,0.0,0.0,0.0
235.613,19.580000000000013,2.009369194507599,-0.0,0,0.0,0.0,0.0
235.614,19.581000000000017,2.0589054822921753,-0.0,0,0.0,0.0,0.0
235.615,19.582000000000022,2.108441948890686,-0.0,0,0.0,0.0,0.0
235.627,19.594000000000023,2.207514524459839,-0.0,0,0.0,0.0,0.0
235.629,19.596000000000004,2.752414584159851,-0.0,0,0.0,0.0,0.0
235.636,19.60300000000001,2.851487159729004,-0.0,0,0.0,0.0,0.0
235.651,19.618000000000023,2.9010236263275146,-0.0,0,0.0,0.0,0.0
235.655,19.622000000000014,2.92579185962677,-0.0,0,0.0,0.0,0.0
235.656,19.62300000000002,3.0,-0.0,0,0.0,0.0,0.0
235.659,19.626000000000005,3.0,-0.0,0,0.0,0.0,0.0
235.678,19.64500000000001,3.0,-0.0,0,0.0,0.0,0.0
235.702,19.66900000000001,3.0,-0.0,0,0.0,0.0,0.0
235.706,19.673000000000002,3.0,-0.0,0,0.0,0.0,0.0
235.723,19.690000000000026,3.0,-0.0,0,0.0,0.0,0.0
235.749,19.716000000000008,3.0,-0.0,0,0.0,0.0,0.0
235.796,19.763000000000005,3.0,-0.0,0,0.0,0.0,0.0
235.797,19.76400000000001,3.0,-0.0,0,0.0,0.0,0.0
235.799,19.76600000000002,3.0,-0.0,0,0.0,0.0,0.0
235.812,19.779000000000025,3.0,-0.0,0,0.0,0.0,0.0
235.825,19.792,3.0,-0.0,0,0.0,0.0,0.0
235.826,19.793000000000006,3.0,-0.0,0,0.0,0.0,0.0
235.844,19.811000000000007,3.0,-0.0,0,0.0,0.0,0.0
235.86,19.827000000000027,3.0,-0.0,0,0.0,0.0,0.0
235.862,19.829000000000008,3.0,-0.0,0,0.0,0.0,0.0
235.886,19.85300000000001,2.777182638645172,-0.0,0,0.0,0.0,0.0
235.887,19.854000000000013,2.579037308692932,-0.0,0,0.0,0.0,0.0
235.888,19.855000000000018,2.4304282665252686,-0.0,0,0.0,0.0,0.0
235.898,19.86500000000001,2.2570509910583496,-0.0,0,0.0,0.0,0.0
235.9,19.86700000000002,2.2570509910583496,-0.0,0,0.0,0.0,0.0
235.902,19.869,1.390164703130722,-0.0,0,0.0,0.0,0.0
235.903,19.870000000000005,1.390164703130722,-0.0,0,0.0,0.0,0.0
235.904,19.87100000000001,1.3406283259391785,-0.0,0,0.0,0.0,0.0
235.905,19.872000000000014,1.2910919487476349,-0.0,0,0.0,0.0,0.0
235.921,19.888000000000005,1.216787427663803,-0.0,0,0.0,0.0,0.0
235.926,19.893,1.216787427663803,-0.0,0,0.0,0.0,0.0
235.927,19.894000000000005,-0.0,-0.0,0,0.0,0.0,0.0
235.971,19.938000000000017,-0.0,-0.0,1,0.0,0.0,0.0
236.018,19.985000000000014,-0.0,-0.0,0,0.0,0.0,0.0
236.07,20.037000000000006,-0.0,-0.0,0,0.0,0.0,0.0
236.122,20.089000000000027,-0.0,-0.0,0,0.0,0.0,0.0
236.165,20.132000000000005,-0.0,-0.0,0,0.0,0.0,0.0
236.208,20.17500000000001,-0.0,-0.0,0,0.0,0.0,0.0
236.252,20.219000000000023,-0.0,-0.0,0,0.0,0.0,0.0
236.28,20.247000000000014,-0.0,-0.0,0,0.0,0.0,0.0
236.324,20.291000000000025,-0.0,-0.0,0,0.0,0.0,0.0
236.368,20.335000000000008,-0.0,-0.0,0,0.0,0.0,0.0
236.399,20.366000000000014,-0.0,-0.0,0,0.0,0.0,0.0
236.436,20.40300000000002,-0.0,-0.0,0,0.0,0.0,0.0
236.474,20.441000000000003,-0.0,-0.0,0,0.0,0.0,0.0
236.526,20.493000000000023,-0.0,-0.0,0,0.0,0.0,0.0
236.562,20.529000000000025,-0.0,-0.0,0,0.0,0.0,0.0
236.57,20.537000000000006,-0.0,0.05268297716975212,0,0.0,0.0,0.0
236.575,20.542,-0.0,0.10221933200955391,0,0.0,0.0,0.0
236.576,20.543000000000006,-0.0,0.30036476254463196,0,0.0,0.0,0.0
236.577,20.54400000000001,-0.0,0.30036476254463196,0,0.0,0.0,0.0
236.583,20.55000000000001,-0.0,0.34990113973617554,0,0.0,0.0,0.0
236.585,20.55200000000002,-0.0,0.34990113973617554,0,0.0,0.0,0.0
236.593,20.560000000000002,-0.0,0.8948011100292206,0,0.0,0.0,0.0
236.593,20.560000000000002,-0.0,1.6378464102745056,0,0.0,0.0,0.0
236.609,20.576000000000022,-0.0,1.9102964401245117,0,0.0,0.0,0.0
236.616,20.583000000000027,-0.0,2.603805363178253,0,0.0,0.0,0.0
236.617,20.584000000000003,-0.0,3.0,0,0.0,0.0,0.0
236.669,20.636000000000024,-0.0,3.0,0,0.0,0.0,0.0
236.703,20.670000000000016,-0.0,3.0,0,0.0,0.0,0.0
236.735,20.702000000000027,-0.0,3.0,0,0.0,0.0,0.0
236.763,20.730000000000018,-0.0,3.0,0,0.0,0.0,0.0
236.795,20.762,-0.0,3.0,0,0.0,0.0,0.0
236.827,20.79400000000001,-0.0,3.0,0,0.0,0.0,0.0
236.858,20.825000000000017,-0.0,3.0,0,0.0,0.0,0.0
236.869,20.836000000000013,-0.0,3.0,0,0.0,0.0,0.0
236.877,20.844000000000023,-0.0,3.0,0,0.0,0.0,0.0
236.909,20.876000000000005,-0.0,3.0,0,0.0,0.0,0.0
236.915,20.882000000000005,-0.0,3.0,0,0.0,0.0,0.0
236.936,20.90300000000002,-0.0,3.0,0,0.0,0.0,0.0
236.942,20.90900000000002,-0.0,3.0,0,0.0,0.0,0.0
236.945,20.912000000000006,-0.0,3.0,0,0.0,0.0,0.0
236.95,20.917,-0.0,3.0,0,0.0,0.0,0.0
236.972,20.93900000000002,-0.0,3.0,0,0.0,0.0,0.0
236.989,20.956000000000017,-0.0,3.0,0,0.0,0.0,0.0
237.007,20.974000000000018,-0.0,3.0,0,0.0,0.0,0.0
237.014,20.981000000000023,-0.0,3.0,0,0.0,0.0,0.0
237.027,20.994,-0.0,3.0,0,0.0,0.0,0.0
237.044,21.011000000000024,-0.0,3.0,0,0.0,0.0,0.0
237.054,21.021000000000015,-0.0,3.0,0,0.0,0.0,0.0
237.055,21.02200000000002,-0.0,3.0,0,0.0,0.0,0.0
237.089,21.05600000000001,0.003146618837490678,3.0,0,0.0,0.0,0.0
237.094,21.061000000000007,0.027914796955883503,3.0,0,0.0,0.0,0.0
237.1,21.067000000000007,0.027914796955883503,3.0,0,0.0,0.0,0.0
237.106,21.073000000000008,0.05268297716975212,3.0,0,0.0,0.0,0.0
237.12,21.087000000000018,0.07745115458965302,3.0,0,0.0,0.0,0.0
237.12,21.087000000000018,0.07745115458965302,3.0,0,0.0,0.0,0.0
237.126,21.093000000000018,0.10221933200955391,3.0,0,0.0,0.0,0.0
237.128,21.095,0.10221933200955391,3.0,0,0.0,0.0,0.0
237.139,21.106000000000023,0.1269875206053257,3.0,0,0.0,0.0,0.0
237.147,21.114000000000004,0.1517556980252266,3.0,0,0.0,0.0,0.0
237.148,21.11500000000001,0.1517556980252266,3.0,0,0.0,0.0,0.0
237.156,21.12300000000002,0.1517556980252266,3.0,0,0.0,0.0,0.0
237.157,21.124000000000024,0.1765238754451275,3.0,0,0.0,0.0,0.0
237.167,21.134000000000015,0.1765238754451275,3.0,0,0.0,0.0,0.0
237.168,21.13500000000002,0.20129205286502838,3.0,0,0.0,0.0,0.0
237.18,21.14700000000002,0.20129205286502838,3.0,0,0.0,0.0,0.0
237.181,21.148000000000025,0.22606024146080017,3.0,0,0.0,0.0,0.0
237.182,21.149,0.22606024146080017,3.0,0,0.0,0.0,0.0
237.183,21.150000000000006,0.22606024146080017,3.0,0,0.0,0.0,0.0
237.184,21.15100000000001,0.27559659630060196,3.0,0,0.0,0.0,0.0
237.185,21.152000000000015,0.27559659630060196,3.0,0,0.0,0.0,0.0
237.187,21.154000000000025,0.30036476254463196,3.0,0,0.0,0.0,0.0
237.2,21.167,0.39943747222423553,3.0,0,0.0,0.0,0.0
237.206,21.173000000000002,0.4242056608200073,3.0,0,0.0,0.0,0.0
237.215,21.182000000000016,0.5728147476911545,3.0,0,0.0,0.0,0.0
237.216,21.18300000000002,0.5728147476911545,3.0,0,0.0,0.0,0.0
237.217,21.184000000000026,0.6471192687749863,3.0,0,0.0,0.0,0.0
237.228,21.19500000000002,0.6718874573707581,3.0,0,0.0,0.0,0.0
237.229,21.196000000000026,0.7461919784545898,3.0,0,0.0,0.0,0.0
237.233,21.200000000000017,0.8204964995384216,3.0,0,0.0,0.0,0.0
237.233,21.200000000000017,0.8204964995384216,3.0,0,0.0,0.0,0.0
237.238,21.205000000000013,1.0434101521968842,3.0,0,0.0,0.0,0.0
237.238,21.205000000000013,1.0434101521968842,3.0,0,0.0,0.0,0.0
237.238,21.205000000000013,1.1424829065799713,3.0,0,0.0,0.0,0.0
237.244,21.211000000000013,1.1672510504722595,3.0,0,0.0,0.0,0.0
237.255,21.22200000000001,1.2663238048553467,3.0,0,0.0,0.0,0.0
237.259,21.226,1.5387736558914185,3.0,0,0.0,0.0,0.0
237.266,21.233000000000004,1.5883101224899292,3.0,0,0.0,0.0,0.0
237.267,21.23400000000001,1.6873828768730164,3.0,0,0.0,0.0,0.0
237.273,21.24000000000001,1.7616873979568481,3.0,0,0.0,0.0,0.0
237.275,21.24200000000002,1.9846009612083435,3.0,0,0.0,0.0,0.0
237.276,21.243000000000023,2.009369194507599,3.0,0,0.0,0.0,0.0
237.277,21.244,2.2322827577590942,3.0,0,0.0,0.0,0.0
237.286,21.253000000000014,2.2818190455436707,3.0,0,0.0,0.0,0.0
237.292,21.259000000000015,2.5295008420944214,3.0,0,0.0,0.0,0.0
237.297,21.26400000000001,2.579037308692932,3.0,0,0.0,0.0,0.0
237.298,21.265000000000015,2.752414584159851,3.0,0,0.0,0.0,0.0
237.303,21.27000000000001,2.8019508719444275,3.0,0,0.0,0.0,0.0
237.309,21.27600000000001,2.851487159729004,3.0,0,0.0,0.0,0.0
237.322,21.289000000000016,2.92579185962677,3.0,0,0.0,0.0,0.0
237.323,21.29000000000002,3.0,3.0,0,0.0,0.0,0.0
237.35,21.317000000000007,3.0,3.0,0,0.0,0.0,0.0
237.378,21.345,3.0,3.0,0,0.0,0.0,0.0
237.4,21.36700000000002,3.0,3.0,0,0.0,0.0,0.0
237.427,21.394000000000005,3.0,3.0,0,0.0,0.0,0.0
237.463,21.430000000000007,3.0,3.0,0,0.0,0.0,0.0
237.518,21.485000000000014,3.0,3.0,0,0.0,0.0,0.0
237.553,21.52000000000001,3.0,3.0,0,0.0,0.0,0.0
237.558,21.525000000000006,3.0,3.0,0,0.0,0.0,0.0
237.56,21.527000000000015,3.0,3.0,0,0.0,0.0,0.0
237.614,21.581000000000017,3.0,3.0,0,0.0,0.0,0.0
237.646,21.613,3.0,3.0,0,0.0,0.0,0.0
237.687,21.654000000000025,3.0,3.0,0,0.0,0.0,0.0
237.723,21.690000000000026,3.0,3.0,0,0.0,0.0,0.0
237.744,21.711000000000013,3.0,3.0,0,0.0,0.0,0.0
237.755,21.72200000000001,3.0,2.851487159729004,0,0.0,0.0,0.0
237.761,21.72800000000001,3.0,2.826719105243683,0,0.0,0.0,0.0
237.766,21.733000000000004,3.0,2.653341829776764,0,0.0,0.0,0.0
237.776,21.743000000000023,3.0,2.603805363178253,0,0.0,0.0,0.0
237.777,21.744,3.0,2.4551963210105896,0,0.0,0.0,0.0
237.784,21.751000000000005,3.0,2.3313555121421814,0,0.0,0.0,0.0
237.791,21.75800000000001,3.0,1.9846009612083435,0,0.0,0.0,0.0
237.792,21.759000000000015,3.0,1.4397009909152985,0,0.0,0.0,0.0
237.8,21.767000000000024,3.0,1.2663238048553467,0,0.0,0.0,0.0
237.802,21.769000000000005,3.0,0.5480465590953827,0,0.0,0.0,0.0
237.811,21.77800000000002,3.0,0.37466930598020554,0,0.0,0.0,0.0
237.812,21.779000000000025,3.0,0.027914796955883503,0,0.0,0.0,0.0
237.815,21.78200000000001,3.0,0.003146618837490678,0,0.0,0.0,0.0
237.816,21.783000000000015,3.0,0.003146618837490678,0,0.0,0.0,0.0
237.817,21.78400000000002,3.0,-0.0,0,0.0,0.0,0.0
237.838,21.805000000000007,3.0,-0.0773547850549221,0,0.0,0.0,0.0
237.839,21.80600000000001,3.0,-0.17642749473452568,0,0.0,0.0,0.0
237.847,21.81400000000002,3.0,-0.3993411362171173,0,0.0,0.0,0.0
237.853,21.82000000000002,3.0,-0.6717910766601562,0,0.0,0.0,0.0
237.855,21.822000000000003,3.0,-0.8699364960193634,0,0.0,0.0,0.0
237.863,21.830000000000013,3.0,-0.9690092504024506,0,0.0,0.0,0.0
237.865,21.832000000000022,3.0,-1.1423865258693695,0,0.0,0.0,0.0
237.87,21.837000000000018,3.0,-1.191922813653946,0,0.0,0.0,0.0
237.871,21.838000000000022,3.0,-1.3405319452285767,0,0.0,0.0,0.0
237.877,21.844000000000023,3.0,-1.464372843503952,0,0.0,0.0,0.0
237.881,21.848000000000013,3.0,-1.6129819750785828,0,0.0,0.0,0.0
237.891,21.858000000000004,3.0,-1.6377500295639038,0,0.0,0.0,0.0
237.901,21.868000000000023,3.0,-1.8606637716293335,0,0.0,0.0,0.0
237.902,21.869,3.0,-2.182650089263916,0,0.0,0.0,0.0
237.911,21.878000000000014,3.0,-2.2321863770484924,0,0.0,0.0,0.0
237.912,21.87900000000002,3.0,-2.479868173599243,0,0.0,0.0,0.0
237.92,21.887,3.0,-2.554172694683075,0,0.0,0.0,0.0
237.92,21.887,3.0,-2.554172694683075,0,0.0,0.0,0.0
237.921,21.888000000000005,3.0,-2.6780136823654175,0,0.0,0.0,0.0
237.922,21.88900000000001,3.0,-2.6780136823654175,0,0.0,0.0,0.0
237.929,21.896000000000015,3.0,-2.7523182034492493,0,0.0,0.0,0.0
237.93,21.89700000000002,3.0,-2.8761590123176575,0,0.0,0.0,0.0
237.932,21.899,3.0,-2.900927245616913,0,0.0,0.0,0.0
237.933,21.900000000000006,3.0,-2.900927245616913,0,0.0,0.0,0.0
237.951,21.918000000000006,3.0,-2.925695478916168,0,0.0,0.0,0.0
237.96,21.92700000000002,3.0,-2.9504635334014893,0,0.0,0.0,0.0
237.974,21.941000000000003,3.0,-2.9752317667007446,0,0.0,0.0,0.0
237.989,21.956000000000017,3.0,-3.0,0,0.0,0.0,0.0
238.01,21.977000000000004,3.0,-3.0,0,0.0,0.0,0.0
238.041,22.00800000000001,3.0,-3.0,0,0.0,0.0,0.0
238.078,22.045000000000016,3.0,-3.0,0,0.0,0.0,0.0
238.103,22.07000000000002,3.0,-2.9752317667007446,0,0.0,0.0,0.0
238.11,22.077000000000027,3.0,-2.8761590123176575,0,0.0,0.0,0.0
238.124,22.091000000000008,3.0,-2.851390779018402,0,0.0,0.0,0.0
238.143,22.110000000000014,3.0,-2.826622724533081,0,0.0,0.0,0.0
238.151,22.118000000000023,3.0,-2.7770862579345703,0,0.0,0.0,0.0
238.156,22.12300000000002,3.0,-2.7523182034492493,0,0.0,0.0,0.0
238.166,22.13300000000001,3.0,-2.6780136823654175,0,0.0,0.0,0.0
238.175,22.142000000000024,3.0,-2.5789409279823303,0,0.0,0.0,0.0
238.186,22.15300000000002,3.0,-2.479868173599243,0,0.0,0.0,0.0
238.187,22.154000000000025,3.0,-2.034040868282318,0,0.0,0.0,0.0
238.2,22.167,3.0,-1.8854318261146545,0,0.0,0.0,0.0
238.201,22.168000000000006,3.0,-1.8854318261146545,0,0.0,0.0,0.0
238.206,22.173000000000002,3.0,-1.4891409873962402,0,0.0,0.0,0.0
238.207,22.174000000000007,3.0,-0.0030502447625622153,0,0.0,0.0,0.0
238.208,22.17500000000001,3.0,-0.0030502447625622153,0,0.0,0.0,0.0
238.21,22.17700000000002,3.0,-0.0,0,0.0,0.0,0.0
238.237,22.204000000000008,3.0,-0.0,0,0.0,0.0,0.0
238.288,22.255000000000024,3.0,-0.0,0,0.0,0.0,0.0
238.333,22.30000000000001,3.0,-0.0,0,0.0,0.0,0.0
238.397,22.364000000000004,3.0,-0.0,0,0.0,0.0,0.0
238.429,22.396000000000015,3.0,-0.0,0,0.0,0.0,0.0
238.457,22.424000000000007,3.0,-0.0,0,0.0,0.0,0.0
238.507,22.474000000000018,3.0,-0.0,0,0.0,0.0,0.0
238.516,22.483000000000004,3.0,0.027914796955883503,0,0.0,0.0,0.0
238.527,22.494,3.0,0.05268297716975212,0,0.0,0.0,0.0
238.527,22.494,3.0,0.10221933200955391,0,0.0,0.0,0.0
238.539,22.506,3.0,0.1765238754451275,0,0.0,0.0,0.0
238.541,22.50800000000001,3.0,0.39943747222423553,0,0.0,0.0,0.0
238.547,22.51400000000001,3.0,0.7957283556461334,0,0.0,0.0,0.0
238.551,22.518,3.0,1.2415555715560913,0,0.0,0.0,0.0
238.557,22.524,3.0,1.4149328470230103,0,0.0,0.0,0.0
238.564,22.531000000000006,3.0,1.8112236857414246,0,0.0,0.0,0.0
238.565,22.53200000000001,3.0,2.133210003376007,0,0.0,0.0,0.0
238.572,22.539000000000016,3.0,2.2570509910583496,0,0.0,0.0,0.0
238.573,22.54000000000002,3.0,2.5047327876091003,0,0.0,0.0,0.0
238.579,22.54600000000002,3.0,2.5542690753936768,0,0.0,0.0,0.0
238.586,22.553000000000026,3.0,2.653341829776764,0,0.0,0.0,0.0
238.59,22.557000000000016,3.0,2.826719105243683,0,0.0,0.0,0.0
238.594,22.561000000000007,3.0,2.851487159729004,0,0.0,0.0,0.0
238.595,22.562000000000012,3.0,2.9010236263275146,0,0.0,0.0,0.0
238.606,22.573000000000008,3.0,2.92579185962677,0,0.0,0.0,0.0
238.638,22.605000000000018,3.0,2.9010236263275146,0,0.0,0.0,0.0
238.646,22.613,3.0,2.826719105243683,0,0.0,0.0,0.0
238.653,22.620000000000005,3.0,2.777182638645172,0,0.0,0.0,0.0
238.656,22.62300000000002,3.0,2.777182638645172,0,0.0,0.0,0.0
238.657,22.624000000000024,2.851487159729004,2.653341829776764,0,0.0,0.0,0.0
238.662,22.62900000000002,2.851487159729004,2.653341829776764,0,0.0,0.0,0.0
238.663,22.630000000000024,2.479964554309845,2.653341829776764,0,0.0,0.0,0.0
238.664,22.631,2.479964554309845,2.6285735964775085,0,0.0,0.0,0.0
238.672,22.63900000000001,0.7709602117538452,2.479964554309845,0,0.0,0.0,0.0
238.679,22.646000000000015,-0.0,2.4304282665252686,0,0.0,0.0,0.0
238.68,22.64700000000002,-0.0,2.207514524459839,0,0.0,0.0,0.0
238.682,22.649,-0.20119567215442657,2.108441948890686,1,0.0,0.0,0.0
238.69,22.65700000000001,-0.20119567215442657,2.108441948890686,0,0.0,0.0,0.0
238.691,22.658000000000015,-0.0,2.108441948890686,0,0.0,0.0,0.0
238.692,22.65900000000002,-0.0,-0.0,0,0.0,0.0,0.0
238.701,22.668000000000006,-0.0,-0.0,0,0.0,0.0,0.0
238.704,22.67100000000002,-0.0,-0.0,0,0.0,0.0,0.0
238.737,22.704000000000008,-0.0,-0.0,0,0.0,0.0,0.0
238.742,22.709000000000003,0.0,0.0,0,0.0,0.0,0.0
